rq_id,old_rq_no,old_slide,category,chapter,chapter_v3,section,hitl,component,charted,chapter_note,action,question,kind,role,method,detectors,sources,status,defer_reason,background,hypothesis,ideal,transcript,old_question,merged_in,now
RQ-h3-001,RQ 05.21,98,C05,10,9,S04,yes,gate,no,,reword,"When the owner marks a work item ready before the plan is complete, how often does it need replanning, more questions or a correction afterwards?",metric,core,sql,D5,plans.item_logs; plans.plan_items; harness.asks,baseline,,The ready-mark is a human gate; this measures what skipping the thinking costs.,"Owner: ""Sometimes it's not ready but the plan is not complete. You have to replan. You have to ask questions."" They read 3–4 lines and lean into the recommendation.",Ready means the plan answers every open question; reopen rate is near zero.,00:56:57 slide 98,"When an owner marks a work item ready without a documented review pass, does that item reopen or need correction more often than items that went through review?",,
RQ-h3-002,RQ 05.01,78,C05,10,4,S12,no,observability,yes,,reword,"What share of agent mistakes does the agent record itself, which mistake types recur most, and is the recorded rate falling over the study period?",metric,core,haiku,D5,plans.item_logs; harness.turns; git.commits,baseline,,Whether the factory captures its own failures in a form that lets the owner fix agent behaviour fleet-wide.,"Owner: logging its own mistakes is ""very important because we wouldn't know how to fix agent behavior across the factory floor"" if the agent doesn't note where it failed; once analysed and quantified, it can be improved.",Every mistake the agent notices is written to a structured mistake log at the moment it happens; recurring types trigger a plugin or template fix.,"00:50:44 slide 78: ""How often do agents log their own mistakes? This is very important…""","How often do agents log their own mistakes, what types recur most, how are those mistakes discovered, and is the rate falling over the study period?",,
RQ-h3-003,RQ 05.02,79,C05,10,8,S12,no,evidence,no,,reword,"How often does a unit of work's completion report claim more than was actually done or verified, and when the gap is closed, is it closed by a mechanical guard or only by rewording the claim?",metric,core,haiku,D5;D8,github.prs; plans.item_logs; github.ci_runs,baseline,,"Whether ""done"" from the agent can be trusted without the owner re-checking.","Owner: often it ""felt it was done but it was actually not done or something were missing or something was partially done.""","Completion claims are generated from gate results, not written by the agent, so an overstated claim cannot be produced.","00:51:16 slide 79: ""felt it was done but it was actually not done""","How often does a unit of work's own completion report (a test result, a coverage claim, a definition-of-done, a title's summary number) overstate what was actually verified, and when the gap is closed, is it closed by a mechanical guard or only by a comment or a reworded claim?",,
RQ-h3-004,RQ 05.08,85,C05,10,8,S12,no,gate,no,,reword,"For each automated reviewer persona (code, security, completeness, comments), how often does another persona or a later check catch a defect it missed, and what share of its findings are fixed versus deferred or disputed?",metric,core,haiku,D8,github.pr_reviews; plans.item_logs; harness.subagent_runs,baseline,,"Whether each review perspective earns its cost, or duplicates or misses what the others see.","Owner: the reviewers in the harness each look from a different perspective, ""and each of these personas might miss something. So how often does each of these miss out?""",Each persona has a measured catch rate; one that never uniquely catches anything is removed.,"00:53:29 slide 85: ""each of these personas … might miss something""","Across self-review and audit-origin review passes, what fraction of findings get fixed versus deferred or disputed, and does a dedicated reviewer role ever miss a defect another role on the same pass catches?",,
RQ-h3-005,RQ 05.05,82,C05,10,6,S10,no,protocol,no,,reword,"How often is the same defect or fix independently rediscovered and re-implemented in more than one repo instead of fixed once upstream and broadcast, and what does the redundant work cost?",metric,core,detector,D7;D9,git.commits; plans.plan_items; harness.sessions,baseline,,The cost of the missing broadcast: each repo finding the same thing on its own.,"Owner: ""it should just be fixed once… what we instead do is do the same thing again and again in different repos."" A dependency vulnerability should be broadcast, not rediscovered per repo.",Zero rediscoveries: a finding in one repo becomes one upstream fix plus a broadcast to every affected repo.,"00:52:21 slide 82: ""It should just be fixed once. And so the messaging system is very very important.""","How often is the same defect or architectural fix independently discovered and re-implemented in more than one clone or component, and what does that redundant rediscovery cost in time or session effort?",,
RQ-h3-006,RQ 05.14,91,C05,10,5,S12,no,none,no,template-inherited vs clone-written defects,keep,"Of the defects found in a clone, what share originated in code the agent wrote for that clone versus code inherited unchanged from the template?",metric,core,detector,D3;D5,git.commit_files; git.commits,baseline,,Whether template defects multiply across clones.,Owner (slide 63): the same defect in the template is inherited by every clone. Not discussed. Draft: a large share of clone fixes trace to template code.,Template defects are fixed once upstream; clone-originated defects dominate.,00:55:14 slide 91,"Of the defects found in a clone, what share originated in code the agent wrote for that clone versus code inherited unchanged from the template it was cloned from?",,
RQ-h3-007,RQ 05.15,92,C05,10,6,S10,no,protocol,no,,reword,"When a shared service or upstream reference changes, which downstream consumers break, and does pinning to a moving reference instead of a reviewed version predict which ones break?",metric,core,detector,D3;D8,git.commits; github.ci_runs,baseline,,Blast radius of upstream changes and whether pinning discipline contains it.,Not discussed. Draft: consumers on moving references break; pinned ones don't.,Every consumer pins a reviewed version; upstream breakage reaches none.,"00:55:14 slide 92: ""upstream reference changes, which downstream consumers break""","When a shared service or an unreviewed upstream reference changes, which downstream consumers break and which don't, and does copying an unreviewed reference (rather than a stable, reviewed one) predict which consumers break?",,
RQ-h3-008,RQ 05.10,87,C05,10,10,S12,no,observability,yes,bug lifetime distribution is a longitudinal result,keep,"What is the distribution of time between a defect being introduced and being fixed, is it bimodal (fast catches versus long-lived defects), and what marks the long-lived group?",distribution,core,detector,D5,git.commits; github.prs,now,,How long bugs live and which kinds escape the fast loop.,Not discussed. Draft: bimodal: most fixed within a day by the same session; a long tail of cross-repo or config defects.,"Defect lifetime is hours, with no long tail.","00:54:05 slide 87: ""distribution of time between a defect being introduced and being fixed""","What is the distribution of time between a defect being introduced and being fixed, is that distribution bimodal (fast catches versus long-lived defects), and what characterizes the long-lived group?",,
RQ-h3-009,RQ 05.04,81,C05,10,8,S12,no,evidence,no,,reword,"How many work items or hardening findings sit stale or silently unaddressed before being caught, and what is the longest such window?",distribution,core,sql,D6,plans.plan_items; plans.item_logs,baseline,,How much known work quietly rots in the store.,"Not discussed. Draft: most stale items are low-priority hardening findings from sweeps; a few outliers sit for weeks, and those are exceptions, not the normal case.",No item sits unowned past a stated age; the store surfaces stale items on every sync.,"00:51:42 slide 81: ""What is the longest? … I'll let you figure it.""","How many work items or hardening fixes sit in a stale, stuck, or silently-unaddressed state for an extended period before being caught, and what is the longest such window observed?",,
RQ-h3-010,RQ 05.09,86,C05,10,8,S12,no,evidence,no,,reword,"How often does an automated check report success while not performing the check it claims, and how is each case discovered?",metric,core,detector,D8,github.ci_runs; git.commits; plans.item_logs,baseline,,Green-but-empty gates give false confidence at the one place the factory trusts most.,"Not discussed. Draft: rare, but each case was found by an audit or by hand, never by the gate itself.",Every gate has a mutation test proving it can fail.,"00:54:05 slide 86: ""How often does a automated check report success?""","How often does an automated check (a CI gate, a hook, a test suite) report success while not actually performing the check it claims to, and how is that discovered?",,
RQ-h3-011,RQ 05.06,83,C05,10,7,S08,no,state-store,no,,reword,"How often does work planned from the design record act on design information that has since changed or been resolved, and how long is the gap between a design change and the synced work items?",lag,core,detector,D2;D3,knowledge.doc_versions; plans.plan_items,baseline,,Whether work items stay synced with the design they came from.,"Owner: ""the design might actually change, but your tasks might not have been synced with it"" — a gap between what changed in the design and how long it takes to sync.",A design change re-validates every open item that cites it on the same day.,"00:52:46 slide 83: ""a gap between what was changed in the design versus how long does it take for you to sync it""","How often does the design-to-code feedback loop operate on stale or already-resolved information, and when a divergence is raised, how often is it attributed to the design being wrong versus the code being a bug versus neither?",,
RQ-h3-012,RQ 05.03,80,C05,10,7,S08,no,state-store,no,,reword,"How much of a repo's design record and agent instructions has drifted false relative to the code, and how long does each false claim survive before it is caught?",lag,core,detector,D2,knowledge.doc_versions; knowledge.design_decisions; git.commit_files,baseline,,Whether the records agents plan from still describe the code they change.,"Owner: ""a lot of the architecture drifts right when implementation changes; also comments drift.""",The design record is checked against the code on every change; drift lives for one PR at most.,"00:51:42 slide 80: ""a lot of the architecture drifts right when implementation changes""","How much of a repo's own architecture or instruction record (its design record, its agent instructions) has drifted false relative to the code — a stale claim, a missing or malformed reference to the code state, an undocumented invariant, or a documented one the code no longer satisfies — and does that also vary in whether the same invariant is enforced consistently across every clone that inherited it?",,
RQ-h3-013,RQ 05.16,93,C05,10,3,S03,no,harness,no,,reword,"What are the observed failure modes of a delegated subagent (silent no-op, stall, interference with concurrent work, lost permission), and how often does each occur?",metric,core,haiku,,harness.subagent_runs; harness.tool_calls; harness.turns,now,,Subagents trade attention for money; their failures are part of that trade.,"Owner: ""some agent step and some comments in the logs that we might be able to identify.""","Subagent failures are detected by the harness and retried, not found by the owner.","00:55:54 slide 93: ""what are the observed failure modes?""","What are the observed failure modes of a delegated subagent (silent no-op, stall, destructive interference with concurrent work, a permission not passed through), and how often does each occur?",,
RQ-h3-014,RQ 05.17,94,C05,10,10,S12,no,observability,yes,revert and reopen rate over time,reword,"At what rate are commits reverted and merged PRs reopened or sent back for rework, and is that rate changing over time?",metric,core,sql,D5,git.commits(is_revert); github.pr_timeline,now,,A revert means something went badly wrong; the rate is the severe-failure signal.,"Owner: ""I think this is a revert problem. So then something went really really wrong. How often does that happen?""",Reverts are rare and fall as gates mature.,"00:55:54 slide 94: ""something went really really wrong""","At what rate are commits reverted and pull requests reopened or sent back for rework after being merged, and is that rate changing over time?",,
RQ-h3-015,RQ 05.18,95,C05,10,4,S12,no,none,no,,reword,"After a merged change, how often does a follow-up fix against the same scope land within a few days, and is the later fix a new bug or the same root cause resurfacing?",lag,core,detector,D5,git.commits; git.commit_files; github.prs,baseline,,"Fix-forward is cheap on greenfield, expensive once users depend on it.","Owner: ""I move fast because it was taking too long… the agent often does something incorrectly""; fast fix-forward is fine on greenfield, but with users in the loop you need robustness.","With launched users, follow-up fixes within days are near zero.",00:55:54 slide 95; 00:31:16 slide ~37,"How long after a feature commit does the first bug-fix commit against the same scope land, and when a scope is fixed more than once, is the later fix a new bug or the same root cause resurfacing?",,
RQ-h3-016,RQ 05.13,90,C05,10,4,S09,no,none,no,,reword,"Of the work an agent discovers but doesn't act on in the moment, what share becomes a tracked follow-up item and what share disappears unfiled?",metric,core,detector,D4,plans.item_edges; plans.plan_items; harness.turns,baseline,,Found work that isn't written down is lost; this measures the leak.,"Owner: ""if we find something's missing, how often does it implement it?"" — carved-out findings should become follow-ups, not disappear.",Every carved-out finding becomes an item with a discovered_from link.,"00:55:14 slide 90: ""How much of it turns into follow-up, is it disappearing?""","Of the work an agent discovers but doesn't act on in the moment — a carved-out finding, a withdrawn or superseded plan — how much of it turns into a tracked follow-up versus disappearing unfiled?",,
RQ-h3-017,RQ 05.11,88,C05,10,6,S10,no,protocol,no,,reword,"When a shared component or repo is renamed, how many dependents break because they don't follow the rename, and how long until the last one catches up?",lag,core,detector,D2;D3,git.commits; github.ci_runs; plans.plan_items,now,,"Renames are a clean natural experiment in drift: one change, many dependents.","Owner: ""drift introduced because of rename. Not everyone catches up. How long does it take?"" (The plugin rename broke auto-approve fleet-wide.)",A rename ships with a fleet-wide update in one sweep; no dependent breaks.,"00:54:05 slide 88: ""drift introduced because of rename. Not everyone catches up.""","When a shared component's name changes, how many dependents break because the tooling doesn't follow the rename, how long does the break last, and what recurring fix cost does a history of renames impose?",,
RQ-h3-018,RQ 05.19,96,C05,10,8,S11,no,evidence,no,,reword,"When the compliance register reports different pass rates for different repos, how much of the gap is real non-conformance versus fewer applicable controls or an unverified claim?",metric,core,sql,D2,knowledge.check_results; knowledge.checks,now,,Pass rates across repos are only comparable if the denominators are.,"Owner: when one repo is not compliant, ""how quickly do all of these catch up?""","Every repo is scored on the same controls, each verified by a script.",00:56:29 slide 96,"When a compliance register reports a different pass/fail rate for different repos, how much of that difference is real non-conformance versus an artifact of a smaller denominator (fewer applicable items to satisfy) or an unverified claim taken on faith?",,
RQ-h3-019,RQ 05.12,89,C05,10,10,S03,yes,harness,yes,error and correction rates trend over time,reword,"How do tool-call error rates and human correction rates trend over the study period, and do they move together within a session?",metric,core,sql,D6,harness.tool_calls; harness.prompts; harness.turns,baseline,,Whether the agent is making fewer mistakes or just being corrected less.,"Owner: ""I don't know how we are tracking tool costs, but if not, don't worry about it.""",Both rates fall; corrections shift from mistakes to preferences.,"00:54:47 slide 89: ""I don't know how we are tracking tool costs, but if not, don't worry about it""","How do tool-call error rates and human steering-correction rates trend over the study period, do they correlate with each other within the same session, and does a change in what gets corrected reflect more autonomous work rather than fewer mistakes?",,
RQ-h3-020,RQ 05.22,99,C05,10,4,S12,no,none,no,,keep,"What share of bug-fix PRs repair a defect introduced by an earlier agent session in the same factory, versus a pre-existing or external bug?",metric,core,detector,D5,git.commits; github.prs,baseline,,How much of the fix work is the factory cleaning up after itself.,Not discussed. Draft: most fixes repair the factory's own earlier work.,Self-inflicted fixes fall as a share of all fixes.,00:56:57 slide 99,"What share of bug-fix pull requests repair a defect introduced by an earlier session of the same production line, as opposed to a pre-existing or externally introduced bug?",,
RQ-h3-021,RQ 05.20,97,C05,10,4,S12,no,none,no,,reword,"How are bug-fix change sets distributed by scope (product code, tests, CI) and type (security or not), and does a mature repo differ from a new one?",distribution,core,haiku,D1,git.commits; git.commit_files,now,,Where the fixes land tells where the factory is weak.,Not discussed. Draft: new repos fix CI and config; mature ones fix product code.,Fixes shift toward product code as the harness stabilises.,"00:56:29 slide 97: ""Distribution of bug fix by scope and type""","What is the distribution of bug-fix commits by scope and type (product code versus test/CI scope, security-named versus not), and does that distribution differ between an old, mature repo and a newly started one?",,
RQ-h3-022,RQ 05.23,100,C05,10,8,S13,no,evidence,no,,reword,Does the automated PR judge catch a fabricated completion claim in a PR description as reliably as a real code defect?,yes/no,core,human,,github.pr_reviews,deferred,not-recorded,The judge reads descriptions; a false description is an attack and a mistake.,"Owner: ""Does it catch it? How often does it catch it?"" and ""I don't think the judge checks the code right now.""","The judge verifies claims against the diff and CI, not the description.",00:57:29 slide 100,Does an automated PR-reviewing judge catch a fabricated completion claim or an injected instruction in a PR description as reliably as it catches a real code defect?,,
RQ-h3-023,RQ 05.07,84,C05,10,3,S06,no,harness,no,,reword,"Within the process plugin's own history, what share of changes repair its own earlier defects, does that fix effort concentrate on one gatekeeping component, and which downstream repo first surfaced each defect?",metric,core,sql,D3;D5,knowledge.skill_versions; knowledge.plugin_versions; git.commits,now,,"Whether the plugin is stable or mostly repairing itself, and where its bugs are found.","Owner: ""I don't know the answer to this."" Not discussed. Draft: fix effort concentrates on the auto-approve gate and sync skills.","Plugin self-repair is a small, falling share; defects are caught by the plugin's own tests before consumers see them.","00:52:46 slide 84: ""I don't know the answer to this""","Within a shared process plugin's own change history, does fix effort concentrate on one central gatekeeping component, does one fix tend to trigger the next bug, and what share of all changes are the plugin repairing its own earlier defects — and can a bug introduced in the plugin be traced back to which downstream repo first surfaced it?",,
NEW-C06-01,,,C06,11,5,S13,no,policy,no,The same scanners in every repo is fleet consistency,new,"Are secret scanning, dependency scanning and container scanning on in every repo, locally and in CI?",yes/no,preflight,detector,D10,git (file snapshots); github.ci_runs,now,,Opens S13: the baseline presence of security gates.,"Owner: ""Secret scanning, is it in place?""","All three on in every repo, both locally and in CI.",01:00:19 slide 115,,,
RQ-h3-024,RQ 06.02,104,C06,11,6,S13,no,protocol,no,,reword,"When a dependency gets a security fix, how long does each repo take to apply it, how many never do, and how much of the delay is deliberate cooldown versus tooling that strands the PR?",lag,core,detector,D3;D7,github.prs; git.commits,now,,Each repo discovering the update on its own is the rework the owner wants to broadcast away.,"Owner: once an update is available, ""just let everybody know… broadcast almost."" Security patches are exempt from cooldown.",A security update is broadcast once and applied fleet-wide within a day.,00:52:46 slide 82; 00:57:56 slide 104,"When a template's dependency ecosystem gets a security fix or an upstream security-PR needs merging, how long does each clone take to apply the equivalent fix, how many never do, and how much of that delay is a deliberate cooldown policy versus tooling that strands the PR?",,
RQ-h3-025,RQ 06.03,105,C06,11,5,S13,no,policy,no,,reword,"Are supply-chain safeguards (digest pins, action SHA pins, dependency-update coverage, pin-drift checks) applied in every repo, and which repos or paths fall outside them?",inventory,core,detector,D10;D2,git (file snapshots); knowledge.check_results,now,,A safeguard missing in one repo is the weak link.,"Owner: ""Is supply chain guidelines like pinned to certain things?""","Every repo passes the same pinning checks, enforced in CI.",00:57:56 slide 105,"Do the fleet's supply-chain safeguards (dependency-pinning by digest, action pinning by SHA, dependency-update coverage of every module, pin-drift detection) apply uniformly across every repo, or do some repos or some file locations fall outside their scope?",,
RQ-h3-026,RQ 06.14,116,C06,11,10,S15,no,none,yes,,reword,"What share of a repo's commits are automated dependency bumps, how does that vary with repo age, and how often does a lockfile change without a version bump?",metric,core,sql,,git.commits; git.commit_files,now,,Upkeep share; lockfile-only changes hint at drift.,Not discussed. Draft: bump share is high in young repos and falls with age.,"Bumps are batched and broadcast, not repeated per repo.",01:00:19 slide 116,"What share of a repo's commits are automated dependency-bump commits, how does that share vary with repo age, and how often is a lockfile changed on its own without an accompanying dependency-version-bump commit?",,
RQ-h3-027,RQ 06.01,103,C06,11,6,S13,no,protocol,no,,reword,"When a hardening fix lands in one clone, how many sibling clones still carry the same unfixed defect, for how long, and did each sibling fix it the same way?",lag,core,detector,D3;D7,git.commits; plans.plan_items; knowledge.check_results,baseline,,Security fixes that stay local leave siblings exposed.,"Owner: ""Is it doing it in one go? … How is it across the different siblings? How long does it take to apply the fix? Is there any inconsistency in how each repo fixed it?""","A hardening fix goes to the template and all clones in one sweep, identically.",00:57:29 slide 103,"For a hardening or trust-boundary fix made in one clone of a shared template (network bind, fail-open secret handling, an identity-binding claim, a deprecated header-trust mechanism known to allow forgery, an unencoded-path bug), how many sibling clones share the same unfixed defect, and for how long?",,
RQ-h3-028,RQ 06.06,108,C06,11,8,S13,no,evidence,no,,reword,"When an agent's own change introduces a security defect, did it reach production before being caught?",metric,core,detector,D5,plans.plan_items; github.prs; github.ci_runs,baseline,,Self-created security defects are the risk; reaching production is the harm.,"Owner: ""Does it reach production before being caught? Because we don't want any security issues being caught and revealed later.""",Zero agent-introduced security defects reach production.,00:58:45 slide 108,"When an agent's own architectural change introduces a new security defect (a secret or PII persisted somewhere new, an actor class left out of a hardening pass, a correctness bug in a new cache/session layer, an input that causes a broad denial of service), did it reach production before being caught?",,
RQ-h3-029,RQ 06.10,112,C06,11,8,S13,no,evidence,no,,reword,How often is a work item marked done or a goal closed while its own security acceptance criterion is unmet?,metric,core,haiku,,plans.plan_items; plans.item_logs,baseline,,Definition-of-done subtasks get skipped silently.,"Owner: security subtasks inside a task's definition of done — ""sometimes we just might not be completely doing it.""",Done is blocked until every acceptance criterion has a passing check.,00:58:45 slide 112,"How is the choice between failing open and failing closed made and documented for gates on a critical path, and does a work item ever get marked done or a goal closed while its own stated security-relevant acceptance criterion is left unmet?",,
RQ-h3-030,RQ 06.04,106,C06,11,8,S13,no,evidence,no,,reword,"How often does a security scanner report a result that doesn't match reality (a stale suppression, the wrong target, a gate that never fails, a CVE only an audit found)?",metric,core,detector,D8,github.ci_runs; plans.plan_items; git.commits,baseline,,Scanner trust is what lets the owner stop reading scan output.,"Owner: ""standard security questions.""",Each scanner has a known-bad fixture proving it fires.,00:57:56 slide 106,"How often does a security scanner or CVE gate report a result (clean, red, or scanning at all) that turns out not to reflect the real state of the target — a stale suppression hiding a live CVE, a scan pointed at the wrong target, a gate that silently never failed builds, or a CVE the scanner never flagged that an audit found instead?",,
RQ-h3-031,RQ 06.05,107,C06,11,10,S13,no,none,yes,,reword,"From discovery to merged fix, how long does a security finding take, and how many are still open at the end of the study window?",distribution,core,sql,D6,plans.plan_items; github.prs,now,,Standard remediation-time baseline.,"Owner: ""How long does a security finding take? … a standard question.""",Critical findings fixed in hours; nothing high-severity open past its deadline.,00:57:56 slide 107,"From discovery to merged fix, how long does a security finding take to remediate, how many findings remain open at the end of the study window, and how often does a compliance exception turn out to already be moot (the underlying risk already fixed) by the time it expires?",,
RQ-h3-032,RQ 06.11,113,C06,11,8,S13,no,evidence,no,,reword,"Does a repo's documentation ever claim a security control is in place when it is not, and how often did the false claim come from a template copy, a regression or drift?",metric,core,detector,D2,knowledge.doc_versions; knowledge.check_results,baseline,,Docs copied from the template can claim controls the clone never had.,"Owner: ""documentation might have been copied from a template. There might have been a regression. There might be a drift. How often do we catch that?""",Every documented control is backed by a check that fails when the claim is false.,00:59:52 slide 113,"Does a repo's own documentation ever claim a security control is in place (branch protection, zero exposed ports, an incident already documented) when it verifiably is not, and are security-relevant incidents ever recorded only in an inline comment rather than in the tracked work-item record?",,
RQ-h3-033,RQ 06.15,117,C06,11,8,S13,no,evidence,no,,reword,"For access decisions that need a live permission check, has a revocation ever been observed to take effect within its documented cache window?",yes/no,core,deferred,,,deferred,not-recorded,Revocation latency is the real security window.,"Owner: mentioned in passing (""a live permission check other than an offline verification"").",Revocation is observed and asserted in a test.,01:00:19 slide 117,"For an access decision that requires a live permission check rather than an offline verification, what is the added latency and request volume of the live path, and has a revocation ever been observed to take effect within its documented cache window?",,
RQ-h3-034,RQ 06.07,109,C06,11,8,S13,no,gate,no,,reword,"Has anyone tested whether the automated approval judge can be subverted by a fabricated PR description, an actor without write access, or an overly broad secret grant?",yes/no,core,sql,,plans.plan_items; git.commits,now,,An assumed-safe gate is an untested gate.,"Owner: ""I don't think the judge checks the code right now, but if it does, can it be cut?""",Adversarial tests of the judge run in CI.,00:58:45 slide 109,"Can an automated approval judge be subverted by a fabricated PR description, an actor without write access, or an overly broad secret grant to the gate's own workflow, and has this been tested rather than assumed?",,
RQ-h3-035,RQ 06.12,114,C06,11,11,S13,no,policy,no,Credential blast radius is an architecture concern,reword,"What is the largest blast radius held by a single infrastructure credential, and has it shrunk since it was identified?",inventory,core,deferred,,,deferred,code-deep-dive,"Credential scope is a fleet risk, but measuring it needs reading infrastructure config and live grants.","Owner: ""blast radius blah blah blah, I don't know.""",Every credential is scoped to one environment and rotated.,00:59:52 slide 114,"What is the largest blast radius held by a single infrastructure credential (an SSH deploy key, an admin key, a platform access token), measured in how many tenants or environments it can act on, and has that scope been reduced since being identified?",,
RQ-h3-036,RQ 06.16,118,C06,11,11,S14,no,orchestration,no,,reword,What secrets or binaries are provisioned into infrastructure boot configuration without encryption or integrity checks?,inventory,core,deferred,,,deferred,code-deep-dive,Boot-time secrets are an infra exposure.,"Owner: ""Does it have secrets? Binaries inside integrity checks.""",Nothing is provisioned without encryption and integrity verification.,01:00:19 slide 118,"What secrets or binaries are provisioned into infrastructure boot-time configuration without encryption or integrity verification, and for how many deployed instances does that exposure apply?",,
RQ-h3-037,RQ 06.17,119,C06,11,8,S14,no,evidence,no,Live check vs documented claim is evidence,reword,Does a live check of each environment's network exposure match what the documentation claims?,yes/no,core,deferred,,,deferred,not-recorded,A claim no one checks live is a claim on faith.,"Owner: ""Does a live check match what is claimed?""",A scheduled live check asserts each documented exposure claim.,01:00:19 slide 119,"Does a live check of the infrastructure's claimed network exposure (e.g. no public inbound ports) match the documentation's claim, and what share of the infrastructure's own CI/deploy action references are pinned rather than floating?",,
RQ-h3-038,RQ 06.13,115,C06,11,5,S13,no,policy,no,Whether every repo has secret scanning is fleet consistency,reword,"Is secret scanning in place in every repo, and where it runs only as a local hook, is there a CI backstop?",yes/no,core,detector,D10,git (file snapshots); github.ci_runs,now,,A local-only hook can be skipped.,"Owner: ""Secret scanning, is it in place?""",Secret scanning runs locally and in CI in every repo.,01:00:19 slide 115,"Where secret-scanning or a similar safeguard runs only as a local pre-commit hook with no CI backstop, how often could a contributor bypass it, and has that gap ever been exploited?",,
RQ-h3-039,RQ 06.08,110,C06,11,8,S13,yes,evidence,no,,reword,"Of the security findings only a manual audit surfaced, how many were caught before shipping, and does any scanner ever catch the same class on its own?",metric,core,haiku,,plans.plan_items; plans.item_logs,baseline,,Measures what automation misses.,Not discussed. Draft: audit-only findings are logic and config issues scanners don't model.,Audit findings are turned into checks so the class is caught automatically next time.,00:58:45 slide 110,"Of the security findings only a manual audit surfaced (a broad denial-of-service from one malformed value, a fail-open environment default, a rollback instruction that reopens a closed hole, a credential visible in a retained session transcript), how many were caught before shipping, and does an automated scanner ever independently catch the same class?",,
RQ-h3-040,RQ 06.09,111,C06,11,8,S06,no,policy,no,security fix quality: closed or only narrowed,reword,"Was each code-execution vector in the process plugin closed by removing the mechanism or only by narrowing it, and do the plugin's security fixes originate from a consuming repo or its own review?",inventory,core,sql,D3,knowledge.skill_versions; git.commits,now,,The plugin runs in every repo; its execution vectors are fleet-wide.,"Owner: in many tasks ""we have security tasks which are the definition of done, subtasks inside a task, and sometimes we might not be completely doing it.""","Vectors removed, not narrowed; the plugin finds its own issues first.",00:58:45 slide 111,"Has a code-execution vector in the process plugin's own execution mechanism (an unpinned remote reference, a locally-sourced script a hostile contribution could overwrite) been closed by removing the mechanism entirely or only by narrowing it, and where do the plugin's own security-relevant PRs originate — a consuming repo's finding or an internal review?",,
NEW-A-08,,,C01,12,1,S07,no,state-store,no,,new,Does the factory keep a fleet map naming every repo and its role?,yes/no,preflight,detector,D10,repos,now,,Opens the fleet section; without a map there's no fleet to measure.,Yes: all repos live in one folder and the map names them.,The map is generated and checked.,00:14:26,,,
NEW-A-09,,,C01,12,5,S07,no,none,no,,new,"How homogeneous is the fleet: how many repos share the template's stack versus being a different kind (shared service, design system, infrastructure, plugin)?",inventory,core,sql + detector,D10,repos,now,,Homogeneity decides how far one fix travels across the fleet.,"The fleet mixes a template, apps, an auth service, a design system and unrelated repos.",Most repos share one lineage; the exceptions are named.,00:15:40 'how homogeneous versus heterogeneous are the different things in the fleet',,,
NEW-A-10,,,C01,12,5,S07,no,none,no,,new,"What kind of repo is the template: monorepo or single service, and backend, frontend, CLI or all three?",inventory,core,detector,D10,commit_files,now,,A template's shape decides what every clone looks like.,"Some templates are monorepos, some separate services; ours should be named.",The template's shape is stated in its design record.,00:12:13 'some of these templates can be for monorepos and some… separate microservices',,,
NEW-A-11,,,C01,12,5,S07,no,policy,no,,new,"Does the fleet map say what each repo role must contain (pre-commit, CI workflows), and is that checked?",yes/no,core,sql + detector,D10,checks;controls,now,,Role requirements turn the map from a list into a contract.,"The map should say: this is a template repo, it needs a pre-commit, GitHub Actions and the rest.",Each role's requirements are register controls.,00:15:40 'there needs to be some sort of a mapping in the fleet saying this is a template repo',,,
RQ-h1-001,RQ 01.01,6,C01,12,5,S07,no,orchestration,no,,reword,"At which template version was each clone created, and how far has each clone drifted from the template since then?",lag,core,detector,D2;D3;D10,commits;commit_files;instruction_files,now,,"The template was built over months, so each clone froze a different version of it. We want to see how far each clone sits behind, which is what made a fleet-wide consistency mechanism necessary. The old 'product vs upkeep-only' split moves to the work-item mix question.","The template wasn't built in a day. Early clones copied a first version; as more apps were built the template had to change, and the drift between old apps and the template forced a consistency-enforcement mechanism.",Every clone records the template version it came from and a scheduled sync keeps it within one release of the template.,00:07:28 'there is now a drift between the old repos… and the template… we now needed a consistency enforcement mechanism',"Among the clones started from the template repo, what share are building a distinct product versus doing template upkeep only, and which signal (share of feature-shaped work items, divergence from the template's default naming and documentation, feature output relative to a clone's age) most reliably separates the two?",,
RQ-h1-002,RQ 01.11,16,C01,12,10,S07,no,none,yes,feature completion trend over time,reword,"At any point in time, what share of each app's planned customer-facing features has shipped versus is still open?",metric,core,sql,,plan_items,baseline,,"Measures done versus still to do, shown as a percentage split over time. There is rarely a stated full scope, so open feature items stand in for it.","A great question: it measures how much is done versus how much remains at all times, shown as a split over time.",Each app carries an explicit scope list and progress against it is reported automatically.,00:17:19 'how much is done versus how much needs to be done at all times',"For a given clone, what share of its intended customer-facing feature scope has shipped versus remains open, at a point in time?",,
RQ-h1-003,RQ 01.14,19,C01,12,10,S09,no,observability,yes,weekly feature rate is a trend,reword,"How fast is new feature work added per repo each week, and how does the mix of work-item statuses change?",metric,core,sql,,plan_items,baseline,,"Shows the rate at which the flow is taken up, recorded now so it can be re-measured. Up-and-to-the-right is not the goal.","We want to see the rate the flow gets adopted, but more lines or features isn't the thing to optimise.",Feature intake and completion rates are stable and the backlog doesn't grow without bound.,00:19:12 'you can't just add… that's not the goal to optimize',"What is the current mix of work-item statuses and the rate of new feature work added per clone, recorded now so it can be re-measured later as a trend?",,
